team,month,department,actual_productivity,targeted_productivity,wip,over_time,worker_efficiency,idle_time,style_changes,num_workers,incentive,productivity_gap,productivity_ratio,overtime_per_worker,incentive_per_worker,idle_time_per_worker,style_changes_per_worker,idle_time_ratio,low_productivity_flag
5,1,finishing ,0.81727265245,0.645,15474.827586206899,2172.0,0.025393981620068312,0.0,0,10.1,0,-0.17227265245,1.2693854554857142,208.8,0.0,0.0,0.0,0.0,2
5,1,sweing,0.6336138821923077,0.6711538461538461,25878.0,8683.846153846154,0.0006061112728111996,0.0,0,55.84615384615385,861,0.03753996396153845,0.9456754344040222,156.13224492242608,0.627785555942147,0.0,0.0,0.0,2
5,2,finishing,0.77722212575,0.75625,6189.931034482759,2505.0,0.04262346129709896,0.0,0,8.625,0,-0.020972125749999987,1.0249521053556547,210.0,0.0,0.0,0.0,0.0,0
5,2,sweing,0.6528522748636364,0.7090909090909091,12353.0,5754.545454545455,0.0003716698571090815,98.0,3,58.70454545454545,521,0.05623863422727273,0.9329066502646104,98.1901030290689,0.40294156303569084,0.07601295763060469,0.0023653123563917495,0.0009874705851879515,2
5,3,finishing,0.734682672,0.5928571428571427,5416.189655172414,1508.5714285714287,0.01813645663233308,0.0,0,10.0,2880,-0.14182552914285718,1.344350560707483,162.85714285714286,34.285714285714285,0.0,0.0,0.0,1
5,3,sweing,0.6369493811,0.65,6646.0,6936.0,0.0004054358505937066,0.0,5,57.8,308,0.013050618899999967,0.9844772767410257,120.0,0.5342713885825024,0.0,0.00853302162478083,0.0,1
6,1,finishing ,0.744963908,0.7050000000000001,9365.593220338982,1734.0,0.027582880626133382,0.0,0,9.2,0,-0.03996390799999998,1.1962314723869047,198.0,0.0,0.0,0.0,0.0,1
6,1,sweing,0.7652761100384615,0.7634615384615385,23337.0,5543.653846153846,0.0018302763618435044,0.0,0,35.55769230769231,1270,-0.0018145715769230391,1.0077222691831502,167.71510603990671,1.4451957772619584,0.0,0.0,0.0,0
6,2,finishing,0.6480227022777778,0.7666666666666667,16858.06779661017,1486.6666666666667,0.02532637650260749,0.0,0,9.166666666666666,0,0.1186439643888889,0.8461994206117724,160.0,0.0,0.0,0.0,0.0,5
6,2,finishing ,0.36330555566666667,0.6333333333333333,2809.677966101695,1120.0,0.013951388893678161,0.0,0,9.333333333333334,0,0.27002777766666664,0.5661904763492064,120.0,0.0,0.0,0.0,0.0,2
6,2,sweing,0.7196137834347826,0.7434782608695653,21661.0,3654.782608695652,0.00115278534258479,0.0,1,33.23913043478261,612,0.023864477434782597,0.9694770000429607,109.96977447105326,0.8042616492057268,0.0,0.0013175230566534915,0.0,1
6,3,finishing,0.44335763875,0.6375,3746.237288135593,1500.0,0.02052806712284483,0.0,0,7.5,0,0.19414236125,0.7561145831428571,195.0,0.0,0.0,0.0,0.0,3
6,3,sweing,0.6000521306,0.65,10259.0,3504.0,0.0007912578750934512,0.0,6,36.2,252,0.04994786939999998,0.9203456330926739,97.42878174457121,0.7125996810207337,0.0,0.01565452091767881,0.0,1
7,1,finishing ,0.7035095584090909,0.7431818181818183,21989.2,1587.2727272727273,0.02535819807578328,0.0,0,8.636363636363637,0,0.0396722597727273,0.9702146780433316,180.0,0.0,0.0,0.0,0.0,2
7,1,sweing,0.7101392231666667,0.7312500000000001,26966.0,9168.75,0.00048332667111976985,0.0,0,56.3125,961,0.02111077683333336,0.967279500205586,162.6769911504425,0.7092086087268319,0.0,0.0,0.0,2
7,2,finishing,0.6692113637272727,0.7045454545454546,10994.6,1221.8181818181818,0.015482061739867818,0.0,0,10.181818181818182,0,0.03533409081818178,0.950157648034632,120.0,0.0,0.0,0.0,0.0,3
7,2,finishing ,0.892194444,0.7,999.5090909090909,2160.0,0.012580293908629442,0.0,0,18.0,0,-0.19219444400000008,1.2745634914285715,120.0,0.0,0.0,0.0,0.0,0
7,2,sweing,0.6016565335217391,0.6660869565217391,21607.0,5300.869565217391,0.00036341116542608473,278.5,17,58.26086956521739,379,0.06443042299999999,1.1626283129172639,91.30282316468883,0.2804487586715117,0.2087070871343989,0.012578880051499675,0.008924870417311374,4
7,3,finishing,0.6269849205714285,0.7357142857142858,6996.563636363637,3891.4285714285716,0.013313932021532093,0.0,0,12.428571428571429,0,0.10872936514285717,0.869579365,308.57142857142856,0.0,0.0,0.0,0.0,2
7,3,sweing,0.6409328426249999,0.71875,6400.0,5820.0,0.00036570075607330796,7.5,3,57.875,151,0.07781715737500003,0.9043908197139423,100.9322033898305,0.3237065120428189,0.016017679719462302,0.006658692185007974,0.0004690595366633248,1
8,1,finishing ,0.6733273709200001,0.774,24609.375,1437.6,0.027846329390384526,0.0,0,7.88,0,0.10067262908000005,0.8813941201605128,182.4,0.0,0.0,0.0,0.0,2
8,1,sweing,0.7362142498800001,0.74,28821.0,7756.8,0.0005423449470845662,0.0,0,55.72,1097,0.0037857501200000243,0.9872251320943589,138.04901293396867,0.7774612645885925,0.0,0.0,0.0,3
8,2,finishing,0.7089318981333333,0.6133333333333333,14765.625,1656.0,0.016211045051903104,0.0,0,10.6,0,-0.09559856480000004,1.309000815625397,168.0,0.0,0.0,0.0,0.0,2
8,2,finishing ,0.8501736113333332,0.6666666666666666,2953.125,960.0,0.02560763889558233,0.0,0,8.0,0,-0.18350694466666662,1.2721726193772893,120.0,0.0,0.0,0.0,0.0,0
8,2,sweing,0.5664812288260869,0.6608695652173913,20908.0,6018.260869565217,0.0003464401903686052,313.5,25,57.5,412,0.09438833639130433,0.8576921280423635,104.82594652718244,0.30904641345696465,0.23896125086430917,0.018770030684925155,0.009364038239710739,4
8,3,finishing,0.6693114478,0.725,9843.75,2016.0,0.016669626033810937,0.0,0,10.1,960,0.05568855220000002,0.9094703282666666,210.0,12.0,0.0,0.0,0.0,1
8,3,sweing,0.6671151315,0.7125,5396.0,6735.0,0.00039268564430033654,0.0,4,56.75,243,0.045384868499999974,0.9433518771723901,118.6842105263158,0.5339129072681704,0.0,0.008850250626566416,0.0,1
9,1,finishing ,0.823655646368421,0.7868421052631579,24390.758620689652,1477.8947368421052,0.03037467267959449,0.0,0,8.105263157894736,0,-0.03681354110526311,1.039559636368421,180.0,0.0,0.0,0.0,0.0,1
9,1,sweing,0.7750201532692308,0.75,29232.0,8803.846153846154,0.0004822454818122976,0.0,0,58.5,1542,-0.025020153269230752,1.0331505883145604,150.3169536483388,1.0120255558764226,0.0,0.0,0.0,1
9,2,finishing,0.5960340686470588,0.7794117647058824,21823.310344827587,1108.235294117647,0.018965869891375192,0.0,0,8.647058823529411,0,0.18337769605882354,0.7646938754859944,127.05882352941177,0.0,0.0,0.0,0.0,7
9,2,finishing ,0.9571126889999999,0.75,2567.448275862069,1140.0,0.026385290036628983,0.0,0,9.5,0,-0.20711268899999996,1.2761502519999999,120.0,0.0,0.0,0.0,0.0,0
9,2,sweing,0.7000813746818182,0.734090909090909,34669.0,5694.545454545455,0.0005574277180867985,0.0,11,55.18181818181818,778,0.0340095344090909,0.9441236102175741,103.25110164973516,0.6375151271275964,0.0,0.009560341046409158,0.0,3
9,3,finishing,0.703998495375,0.75,10269.793103448275,1095.0,0.023473517874640804,0.0,0,11.0,3600,0.04600150462500001,0.9386646605,105.0,30.0,0.0,0.0,0.0,3
9,3,sweing,0.7503474942999999,0.75,10555.0,5784.0,0.0007694539416304042,0.0,0,51.9,417,-0.00034749429999997306,1.000463325733333,111.36199095022626,0.8036199095022625,0.0,0.0,0.0,0
10,1,finishing ,0.77808279075,0.7604166666666666,36680.0,2195.0,0.019523758525181994,0.0,0,11.125,0,-0.01766612408333331,1.0219887390447573,185.3125,0.0,0.0,0.0,0.0,3
10,1,sweing,0.7485230760384615,0.7192307692307692,27108.0,8747.307692307691,0.000553589722116062,0.0,0,56.55769230769231,1419,-0.029292306807692323,1.0389746216167581,154.55621301775147,0.96593408882159,0.0,0.0,0.0,0
10,2,finishing,0.6983958333,0.76,15283.333333333332,1836.0,0.020252285436503006,0.0,0,10.3,0,0.061604166700000004,0.9188826884285713,192.0,0.0,0.0,0.0,0.0,3
10,2,finishing ,0.871725,0.8,3056.6666666666665,1200.0,0.022125,0.0,0,10.0,0,-0.07172499999999993,1.08965625,120.0,0.0,0.0,0.0,0.0,0
10,2,sweing,0.6810357038571428,0.7452380952380953,45731.0,4942.857142857143,0.0005794662469045571,16.0,11,52.666666666666664,946,0.06420239138095238,0.896505563362114,94.49764521193093,0.8077564359076964,0.01587990819428075,0.010543497163259882,0.02097578303862637,8
10,3,finishing,0.5293650792857143,0.7071428571428571,10698.333333333332,1851.4285714285713,0.02281746031403941,0.0,0,8.0,960,0.1777777778571428,0.7476870747210885,231.42857142857142,17.142857142857142,0.0,0.0,0.0,4
10,3,sweing,0.7103319391,0.71,14276.0,5604.0,0.0006424663545707594,0.0,0,50.7,308,-0.0003319391000000338,1.000462617761905,110.65525484504397,0.6079431401007428,0.0,0.0,0.0,0
11,1,finishing,0.436326389,0.7,968.1355932203389,1440.0,0.00876157407630522,0.0,0,12.0,0,0.263673611,0.6233234128571429,120.0,0.0,0.0,0.0,0.0,1
11,1,finishing ,0.6698190095263158,0.7342105263157895,18394.57627118644,1837.8947368421052,0.020290656620224824,0.0,0,9.263157894736842,0,0.0643915167894737,0.9154176714639966,190.24325519681557,0.0,0.0,0.0,0.0,7
11,1,sweing,0.6109089695769231,0.6346153846153846,26504.0,9166.153846153846,0.0007407630206204788,0.0,0,53.07692307692308,1085,0.023706415038461534,0.9703590287612355,172.7606380547557,0.8167283683526971,0.0,0.0,0.0,1
11,2,finishing,0.6751921296666666,0.6333333333333333,2904.406779661017,1680.0,0.023189528789272034,0.0,0,10.0,0,-0.04185879633333334,1.0852656526190476,160.0,0.0,0.0,0.0,0.0,0
11,2,sweing,0.7010895486521739,0.7000000000000001,26109.0,3279.1304347826085,0.0012665276012249053,0.0,25,51.608695652173914,803,-0.001089548652173917,1.0120587402226868,67.15145296900074,0.7377726798121368,0.0,0.019402868372152347,0.0,0
11,3,finishing,0.8220775463333333,0.8000000000000002,5808.813559322034,1080.0,0.032846274346264366,0.0,0,8.666666666666666,960,-0.02207754633333327,1.0275969329166665,120.0,20.0,0.0,0.0,0.0,0
11,3,sweing,0.7885020024,0.8,4507.0,2052.0,0.0012044534291375465,4.0,0,57.2,488,0.011497997600000042,0.9856275029999999,35.58990147783251,0.8529016506784203,0.007017543859649122,0.0,0.034453057708871665,0
12,1,finishing ,0.7281063506666666,0.7166666666666667,11339.237288135593,1780.0,0.02118641278785578,0.0,0,8.88888888888889,0,-0.011439684000000018,1.0080669646626985,200.0,0.0,0.0,0.0,0.0,1
12,1,sweing,0.731509091576923,0.7365384615384616,29130.0,5707.5,0.0016739536009326502,0.0,0,33.69230769230769,1182,0.005029369961538464,0.9937573642087911,171.748545572075,1.3702939283648734,0.0,0.0,0.0,0
12,2,finishing,0.8151500686666666,0.8,22678.474576271186,1560.0,0.019849146473512904,0.0,0,9.444444444444445,0,-0.015150068666666627,1.0189375858333334,166.66666666666666,0.0,0.0,0.0,0.0,1
12,2,finishing ,0.72722222225,0.775,5039.661016949152,1080.0,0.019804526749727668,0.0,0,9.0,0,0.04777777775000003,0.939092592625,120.0,0.0,0.0,0.0,0.0,0
12,2,sweing,0.7982520859130434,0.7978260869565218,35440.0,3293.0434782608695,0.0015329031114272593,0.0,0,34.130434782608695,1214,-0.00042599895652172405,1.0005341315144927,96.59554256485202,1.5466569236390209,0.0,0.0,0.0,0
12,3,finishing,0.8398628258888889,0.8,11339.237288135593,1680.0,0.020286541688137413,0.0,0,9.0,1080,-0.03986282588888886,1.049828532361111,186.66666666666666,13.333333333333334,0.0,0.0,0.0,0
12,3,sweing,0.8054138237,0.8,9765.0,4080.0,0.001552335640467196,0.0,0,34.0,603,-0.005413823699999998,1.006767279625,120.0,1.7735294117647058,0.0,0.0,0.0,0
