date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,style_changes,num_workers,actual_productivity,year,month,day_of_month,productivity_gap,productivity_ratio,overtime_per_worker,incentive_per_worker,idle_time_per_worker,style_changes_per_worker,idle_time_ratio,low_productivity_flag,worker_efficiency
2015-01-03,Quarter1,finishing,Saturday,Team 3,0.75,3.94,1409.2931034482758,1560,0,0.0,0,0,8.0,0.945277778,2015,1,3,-0.195277778,1.2603703706666667,195.0,0.0,0.0,0.0,0.0,False,0.029989777220812183
2015-01-03,Quarter1,finishing,Saturday,Team 1,0.8,3.94,1609.1964285714287,960,0,0.0,0,0,8.0,0.902916667,2015,1,3,-0.1029166669999999,1.1286458337499998,120.0,0.0,0.0,0.0,0.0,False,0.02864583334390863
2015-01-03,Quarter1,sweing,Saturday,Team 1,0.8,28.08,772.0,6300,50,0.0,0,0,56.5,0.800725314,2015,1,3,-0.0007253139999999769,1.0009066425,111.50442477876106,0.8849557522123894,0.0,0.0,0.0,False,0.0005047054647908631
2015-01-03,Quarter1,sweing,Saturday,Team 3,0.8,28.08,913.0,6540,50,0.0,0,0,54.5,0.800322936,2015,1,3,-0.0003229359999999959,1.00040367,120.0,0.9174311926605505,0.0,0.0,0.0,False,0.0005229638359601663
2015-01-03,Quarter1,sweing,Saturday,Team 8,0.8,26.16,1261.0,7080,50,0.0,0,0,59.0,0.800318644,2015,1,3,-0.00031864399999992354,1.0003983049999998,120.0,0.847457627118644,0.0,0.0,0.0,False,0.0005185291582439226
2015-01-03,Quarter1,sweing,Saturday,Team 12,0.8,26.16,844.0,7080,63,0.0,0,0,59.0,0.800318644,2015,1,3,-0.00031864399999992354,1.0003983049999998,120.0,1.0677966101694916,0.0,0.0,0.0,False,0.0005185291582439226
2015-01-03,Quarter1,sweing,Saturday,Team 11,0.8,11.61,1005.0,7080,50,0.0,0,0,29.5,0.800237288,2015,1,3,-0.00023728800000000216,1.00029661,240.0,1.694915254237288,0.0,0.0,0.0,False,0.002336493344428386
2015-01-03,Quarter1,sweing,Saturday,Team 5,0.8,11.61,659.0,7080,50,0.0,0,0,31.5,0.800148649,2015,1,3,-0.0001486490000000007,1.00018581125,224.76190476190476,1.5873015873015872,0.0,0.0,0.0,False,0.0021879021888629125
2015-01-03,Quarter1,sweing,Saturday,Team 6,0.8,25.9,1152.0,6720,50,0.0,0,0,56.0,0.800125,2015,1,3,-0.00012499999999993072,1.0001562499999999,120.0,0.8928571428571429,0.0,0.0,0.0,False,0.0005516581632653061
2015-01-03,Quarter1,sweing,Saturday,Team 7,0.8,25.9,1138.0,6720,38,0.0,0,0,56.0,0.800125,2015,1,3,-0.00012499999999993072,1.0001562499999999,120.0,0.6785714285714286,0.0,0.0,0.0,False,0.0005516581632653061
2015-01-03,Quarter1,sweing,Saturday,Team 10,0.75,19.31,610.0,6480,56,0.0,0,0,54.0,0.787299691,2015,1,3,-0.03729969099999997,1.0497329213333333,120.0,1.037037037037037,0.0,0.0,0.0,False,0.0007550297207357538
2015-01-03,Quarter1,finishing,Saturday,Team 2,0.8,4.15,1326.280701754386,960,0,0.0,0,0,8.0,0.782447917,2015,1,3,0.017552082999999996,0.97805989625,120.0,0.0,0.0,0.0,0.0,False,0.023567708343373493
2015-01-03,Quarter1,sweing,Saturday,Team 2,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303,2015,1,3,-0.00024303000000003294,1.00032404,120.0,0.8181818181818182,0.0,0.0,0.0,False,0.0006865013771331838
2015-01-03,Quarter1,finishing,Saturday,Team 10,0.7,4.15,1528.3333333333333,960,0,0.0,0,0,8.0,0.7018125,2015,1,3,-0.0018124999999999947,1.0025892857142857,120.0,0.0,0.0,0.0,0.0,False,0.021138930722891563
2015-01-03,Quarter1,sweing,Saturday,Team 4,0.7,23.69,544.0,13800,0,0.0,0,0,60.0,0.700134038,2015,1,3,-0.000134038000000003,1.0001914828571428,230.0,0.0,0.0,0.0,0.0,False,0.0004925665104826227
2015-01-03,Quarter1,sweing,Saturday,Team 9,0.7,28.08,1072.0,6900,40,0.0,0,0,57.5,0.699965217,2015,1,3,3.478299999992718e-05,0.9999503100000001,120.0,0.6956521739130435,0.0,0.0,0.0,False,0.00043352236900780385
2015-01-03,Quarter1,finishing,Saturday,Team 8,0.8,2.9,984.375,960,0,0.0,0,0,8.0,0.628333333,2015,1,3,0.171666667,0.7854166662500001,120.0,0.0,0.0,0.0,0.0,False,0.027083333318965522
2015-01-03,Quarter1,finishing,Saturday,Team 7,0.8,3.94,999.5090909090909,960,0,0.0,0,0,8.0,0.6253125,2015,1,3,0.1746875,0.781640625,120.0,0.0,0.0,0.0,0.0,False,0.01983859454314721
2015-01-04,Quarter1,finishing,Sunday,Team 3,0.75,4.15,1409.2931034482758,1560,0,0.0,0,0,8.0,0.991388889,2015,1,4,-0.241388889,1.321851852,195.0,0.0,0.0,0.0,0.0,False,0.029861111114457828
2015-01-04,Quarter1,finishing,Sunday,Team 9,0.8,3.94,1283.7241379310344,960,0,0.0,0,0,8.0,0.931645833,2015,1,4,-0.131645833,1.16455729125,120.0,0.0,0.0,0.0,0.0,False,0.02955729165609137
2015-01-04,Quarter1,finishing,Sunday,Team 1,0.8,3.94,1609.1964285714287,960,0,0.0,0,0,8.0,0.915229167,2015,1,4,-0.11522916699999997,1.14403645875,120.0,0.0,0.0,0.0,0.0,False,0.029036458343908632
2015-01-04,Quarter1,sweing,Sunday,Team 6,0.8,11.61,539.0,6975,50,0.0,0,0,31.0,0.879714482,2015,1,4,-0.07971448199999998,1.0996431025,225.0,1.6129032258064515,0.0,0.0,0.0,False,0.002444262404490012
2015-01-04,Quarter1,finishing,Sunday,Team 4,0.8,3.94,1218.677966101695,6600,0,0.0,0,0,20.0,0.861679012,2015,1,4,-0.06167901199999992,1.077098765,330.0,0.0,0.0,0.0,0.0,False,0.010935012842639594
2015-01-04,Quarter1,sweing,Sunday,Team 9,0.8,26.16,1278.0,7080,60,0.0,0,0,59.0,0.850569492,2015,1,4,-0.05056949199999994,1.063211865,120.0,1.0169491525423728,0.0,0.0,0.0,False,0.0005510868527445187
2015-01-04,Quarter1,sweing,Sunday,Team 7,0.8,25.9,1227.0,7020,60,0.0,0,0,56.5,0.850436438,2015,1,4,-0.05043643799999997,1.0630455475,124.24778761061947,1.0619469026548674,0.0,0.0,0.0,False,0.0005811572337444905
2015-01-04,Quarter1,sweing,Sunday,Team 8,0.8,25.9,1039.0,6780,45,0.0,0,0,56.5,0.850345133,2015,1,4,-0.050345132999999986,1.0629314162499999,120.0,0.7964601769911505,0.0,0.0,0.0,False,0.0005810948392387331
2015-01-04,Quarter1,sweing,Sunday,Team 4,0.8,28.08,878.0,4260,50,0.0,0,0,55.5,0.800598058,2015,1,4,-0.0005980579999999014,1.0007475725,76.75675675675676,0.9009009009009009,0.0,0.0,0.0,False,0.0005137176009342676
2015-01-04,Quarter1,sweing,Sunday,Team 1,0.8,26.16,1033.0,7080,63,0.0,0,0,59.0,0.800318644,2015,1,4,-0.00031864399999992354,1.0003983049999998,120.0,1.0677966101694916,0.0,0.0,0.0,False,0.0005185291582439226
2015-01-04,Quarter1,sweing,Sunday,Team 2,0.8,28.08,782.0,6660,50,0.0,0,0,55.5,0.800237838,2015,1,4,-0.00023783799999999022,1.0002972975,120.0,0.9009009009009009,0.0,0.0,0.0,False,0.0005134864595364596
2015-01-04,Quarter1,sweing,Sunday,Team 12,0.8,11.61,1216.0,6975,50,0.0,0,0,31.0,0.800030199,2015,1,4,-3.0199000000008525e-05,1.00003774875,225.0,1.6129032258064515,0.0,0.0,0.0,False,0.002222861823789281
2015-01-04,Quarter1,finishing,Sunday,Team 2,0.8,3.94,1326.280701754386,960,0,0.0,0,0,8.0,0.792104167,2015,1,4,0.007895833000000074,0.9901302087499999,120.0,0.0,0.0,0.0,0.0,False,0.02513020834390863
2015-01-04,Quarter1,finishing,Sunday,Team 10,0.7,3.94,1528.3333333333333,4320,0,0.0,0,0,18.0,0.759228395,2015,1,4,-0.05922839499999999,1.084611992857143,240.0,0.0,0.0,0.0,0.0,False,0.010705420121263394
2015-01-04,Quarter1,sweing,Sunday,Team 11,0.75,19.31,513.0,6480,45,0.0,0,0,54.0,0.750348457,2015,1,4,-0.0003484569999999687,1.0004646093333334,120.0,0.8333333333333334,0.0,0.0,0.0,False,0.0007195930500412375
2015-01-04,Quarter1,sweing,Sunday,Team 3,0.75,19.87,734.0,6600,45,0.0,0,0,55.0,0.75024303,2015,1,4,-0.00024303000000003294,1.00032404,120.0,0.8181818181818182,0.0,0.0,0.0,False,0.0006865013771331838
2015-01-04,Quarter1,sweing,Sunday,Team 10,0.7,28.08,1202.0,6900,40,0.0,0,0,57.5,0.699965217,2015,1,4,3.478299999992718e-05,0.9999503100000001,120.0,0.6956521739130435,0.0,0.0,0.0,False,0.00043352236900780385
2015-01-04,Quarter1,finishing,Sunday,Team 8,0.8,2.9,984.375,960,0,0.0,0,0,8.0,0.682708333,2015,1,4,0.11729166700000004,0.85338541625,120.0,0.0,0.0,0.0,0.0,False,0.029427083318965517
2015-01-04,Quarter1,finishing,Sunday,Team 7,0.8,2.9,999.5090909090909,960,0,0.0,0,0,8.0,0.667604167,2015,1,4,0.13239583300000002,0.83450520875,120.0,0.0,0.0,0.0,0.0,False,0.028776041681034484
2015-01-04,Quarter1,sweing,Sunday,Team 5,0.7,45.67,884.0,6960,26,0.0,0,0,58.0,0.603432184,2015,1,4,0.09656781599999997,0.8620459771428571,120.0,0.4482758620689655,0.0,0.0,0.0,False,0.0002278082586471161
2015-01-04,Quarter1,finishing,Sunday,Team 11,0.75,4.15,968.1355932203389,960,0,0.0,0,0,8.0,0.345833333,2015,1,4,0.404166667,0.4611111106666667,120.0,0.0,0.0,0.0,0.0,True,0.010416666656626506
2015-01-05,Quarter1,finishing,Monday,Team 1,0.8,3.94,1609.1964285714287,1920,0,0.0,0,0,8.0,0.961059028,2015,1,5,-0.16105902799999994,1.2013237849999998,240.0,0.0,0.0,0.0,0.0,False,0.030490451395939085
2015-01-05,Quarter1,finishing,Monday,Team 11,0.8,3.94,968.1355932203389,2400,0,0.0,0,0,10.0,0.939513889,2015,1,5,-0.13951388899999995,1.17439236125,240.0,0.0,0.0,0.0,0.0,False,0.023845530177664977
2015-01-05,Quarter1,finishing,Monday,Team 4,0.8,3.94,1218.677966101695,3840,0,0.0,0,0,16.0,0.893663194,2015,1,5,-0.093663194,1.1170789925,240.0,0.0,0.0,0.0,0.0,False,0.014176129346446702
2015-01-05,Quarter1,finishing,Monday,Team 3,0.75,4.15,1409.2931034482758,1920,0,0.0,0,0,8.0,0.875390625,2015,1,5,-0.12539062499999998,1.1671875,240.0,0.0,0.0,0.0,0.0,False,0.026367187499999997
2015-01-05,Quarter1,sweing,Monday,Team 9,0.8,26.16,1227.0,7080,75,0.0,0,0,59.0,0.850569492,2015,1,5,-0.05056949199999994,1.063211865,120.0,1.271186440677966,0.0,0.0,0.0,False,0.0005510868527445187
2015-01-05,Quarter1,finishing,Monday,Team 9,0.8,2.9,1283.7241379310344,1920,0,0.0,0,0,8.0,0.820833333,2015,1,5,-0.02083333300000001,1.02604166625,240.0,0.0,0.0,0.0,0.0,False,0.03538074711206897
2015-01-05,Quarter1,finishing,Monday,Team 2,0.8,3.94,1326.280701754386,960,0,0.0,0,0,8.0,0.804416667,2015,1,5,-0.004416666999999985,1.00552083375,120.0,0.0,0.0,0.0,0.0,False,0.02552083334390863
2015-01-05,Quarter1,sweing,Monday,Team 7,0.8,25.9,1255.0,6780,50,0.0,0,0,56.5,0.800684366,2015,1,5,-0.0006843659999999918,1.0008554575,120.0,0.8849557522123894,0.0,0.0,0.0,False,0.0005471584829329963
2015-01-05,Quarter1,sweing,Monday,Team 8,0.8,25.9,1047.0,6780,38,0.0,0,0,56.5,0.800684366,2015,1,5,-0.0006843659999999918,1.0008554575,120.0,0.672566371681416,0.0,0.0,0.0,False,0.0005471584829329963
2015-01-05,Quarter1,sweing,Monday,Team 1,0.8,26.16,1138.0,7080,63,0.0,0,0,59.0,0.800318644,2015,1,5,-0.00031864399999992354,1.0003983049999998,120.0,1.0677966101694916,0.0,0.0,0.0,False,0.0005185291582439226
2015-01-05,Quarter1,sweing,Monday,Team 11,0.8,19.31,678.0,4800,50,0.0,0,0,55.0,0.800250962,2015,1,5,-0.0002509619999999657,1.0003137025,87.27272727272727,0.9090909090909091,0.0,0.0,0.0,False,0.0007534965039310768
2015-01-05,Quarter1,sweing,Monday,Team 6,0.8,11.61,712.0,7200,50,0.0,0,0,32.0,0.800246011,2015,1,5,-0.00024601099999999043,1.00030751375,225.0,1.5625,0.0,0.0,0.0,False,0.002153978281115418
2015-01-05,Quarter1,sweing,Monday,Team 12,0.8,11.61,1037.0,7200,50,0.0,0,0,32.0,0.800246011,2015,1,5,-0.00024601099999999043,1.00030751375,225.0,1.5625,0.0,0.0,0.0,False,0.002153978281115418
2015-01-05,Quarter1,sweing,Monday,Team 2,0.8,28.08,757.0,6900,50,0.0,0,0,57.5,0.800076522,2015,1,5,-7.652199999996778e-05,1.0000956525,120.0,0.8695652173913043,0.0,0.0,0.0,False,0.0004955261501300633
2015-01-05,Quarter1,sweing,Monday,Team 4,0.8,28.08,759.0,6900,50,0.0,0,0,57.5,0.800076522,2015,1,5,-7.652199999996778e-05,1.0000956525,120.0,0.8695652173913043,0.0,0.0,0.0,False,0.0004955261501300633
2015-01-05,Quarter1,finishing,Monday,Team 10,0.75,2.9,1528.3333333333333,960,0,0.0,0,0,8.0,0.763375,2015,1,5,-0.013375000000000026,1.0178333333333334,120.0,0.0,0.0,0.0,0.0,False,0.03290409482758621
2015-01-05,Quarter1,finishing,Monday,Team 5,0.6,2.9,773.7413793103449,960,0,0.0,0,0,8.0,0.759270833,2015,1,5,-0.159270833,1.2654513883333334,120.0,0.0,0.0,0.0,0.0,False,0.032727191077586204
2015-01-05,Quarter1,sweing,Monday,Team 10,0.75,28.08,1083.0,7020,45,0.0,0,0,58.5,0.7504,2015,1,5,-0.00039999999999995595,1.0005333333333333,120.0,0.7692307692307693,0.0,0.0,0.0,False,0.000456814473908491
2015-01-05,Quarter1,sweing,Monday,Team 3,0.75,19.87,944.0,6600,45,0.0,0,0,55.0,0.75024303,2015,1,5,-0.00024303000000003294,1.00032404,120.0,0.8181818181818182,0.0,0.0,0.0,False,0.0006865013771331838
2015-01-05,Quarter1,finishing,Monday,Team 7,0.8,3.94,999.5090909090909,960,0,0.0,0,0,8.0,0.676666667,2015,1,5,0.12333333300000004,0.8458333337499999,120.0,0.0,0.0,0.0,0.0,False,0.02146785111040609
2015-01-05,Quarter1,finishing,Monday,Team 8,0.8,2.9,984.375,960,0,0.0,0,0,8.0,0.664583333,2015,1,5,0.135416667,0.83072916625,120.0,0.0,0.0,0.0,0.0,False,0.02864583331896552
2015-01-05,Quarter1,sweing,Monday,Team 5,0.6,21.98,666.0,6960,23,0.0,0,0,58.0,0.600028736,2015,1,5,-2.873599999997367e-05,1.0000478933333332,120.0,0.39655172413793105,0.0,0.0,0.0,False,0.00047066983778356496
2015-01-06,Quarter1,finishing,Tuesday,Team 4,0.8,3.94,1218.677966101695,4440,0,0.0,0,0,18.0,0.966781346,2015,1,6,-0.16678134599999994,1.2084766825,246.66666666666666,0.0,0.0,0.0,0.0,False,0.013631998674562888
2015-01-06,Quarter1,finishing,Tuesday,Team 1,0.8,3.94,1609.1964285714287,1440,0,0.0,0,0,8.0,0.936496212,2015,1,6,-0.13649621199999995,1.170620265,180.0,0.0,0.0,0.0,0.0,False,0.02971117423857868
2015-01-06,Quarter1,finishing,Tuesday,Team 3,0.75,4.15,1409.2931034482758,1800,0,0.0,0,0,10.0,0.899166667,2015,1,6,-0.14916666700000003,1.1988888893333334,180.0,0.0,0.0,0.0,0.0,False,0.021666666674698794
2015-01-06,Quarter1,finishing,Tuesday,Team 11,0.8,4.15,968.1355932203389,2700,0,0.0,0,0,15.0,0.888686869,2015,1,6,-0.088686869,1.11085858625,180.0,0.0,0.0,0.0,0.0,False,0.014276094281124497
2015-01-06,Quarter1,finishing,Tuesday,Team 9,0.8,3.94,1283.7241379310344,1440,0,0.0,0,0,8.0,0.858143939,2015,1,6,-0.05814393899999992,1.07267992375,180.0,0.0,0.0,0.0,0.0,False,0.02722537877538071
2015-01-06,Quarter1,sweing,Tuesday,Team 1,0.8,26.16,1187.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,6,-0.05050231099999991,1.06312788875,180.0,1.271186440677966,0.0,0.0,0.0,False,0.0005510433259472347
2015-01-06,Quarter1,sweing,Tuesday,Team 9,0.8,26.16,1305.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,6,-0.05050231099999991,1.06312788875,180.0,1.271186440677966,0.0,0.0,0.0,False,0.0005510433259472347
2015-01-06,Quarter1,finishing,Tuesday,Team 10,0.75,3.94,1528.3333333333333,1440,0,0.0,0,0,8.0,0.809640152,2015,1,6,-0.059640151999999946,1.0795202026666666,180.0,0.0,0.0,0.0,0.0,False,0.02568655304568528
2015-01-06,Quarter1,finishing,Tuesday,Team 2,0.8,3.94,1326.280701754386,1440,0,0.0,0,0,8.0,0.805909091,2015,1,6,-0.005909090999999922,1.0073863637499998,180.0,0.0,0.0,0.0,0.0,False,0.02556818182106599
2015-01-06,Quarter1,sweing,Tuesday,Team 2,0.8,28.08,716.0,10350,50,0.0,0,0,57.5,0.800594466,2015,1,6,-0.0005944659999999047,1.0007430824999999,180.0,0.8695652173913043,0.0,0.0,0.0,False,0.0004958469379412857
2015-01-06,Quarter1,sweing,Tuesday,Team 4,0.8,28.08,925.0,10350,50,0.0,0,0,57.5,0.800594466,2015,1,6,-0.0005944659999999047,1.0007430824999999,180.0,0.8695652173913043,0.0,0.0,0.0,False,0.0004958469379412857
2015-01-06,Quarter1,sweing,Tuesday,Team 3,0.8,19.87,963.0,9900,50,0.0,0,0,55.0,0.800273829,2015,1,6,-0.0002738289999999477,1.00034228625,180.0,0.9090909090909091,0.0,0.0,0.0,False,0.000732281492428055
2015-01-06,Quarter1,sweing,Tuesday,Team 12,0.8,11.61,1101.0,5310,50,0.0,0,0,31.5,0.800140969,2015,1,6,-0.00014096899999993528,1.00017621125,168.57142857142858,1.5873015873015872,0.0,0.0,0.0,False,0.002187881188903928
2015-01-06,Quarter1,sweing,Tuesday,Team 7,0.8,25.9,1035.0,10170,38,0.0,0,0,56.5,0.800128721,2015,1,6,-0.0001287209999999428,1.00016090125,180.0,0.672566371681416,0.0,0.0,0.0,False,0.0005467787754125808
2015-01-06,Quarter1,sweing,Tuesday,Team 8,0.8,25.9,1083.0,10170,38,0.0,0,0,56.5,0.800128721,2015,1,6,-0.0001287209999999428,1.00016090125,180.0,0.672566371681416,0.0,0.0,0.0,False,0.0005467787754125808
2015-01-06,Quarter1,sweing,Tuesday,Team 6,0.8,11.61,910.0,4470,38,0.0,0,0,31.5,0.80007657,2015,1,6,-7.656999999994252e-05,1.0000957124999998,141.9047619047619,1.2063492063492063,0.0,0.0,0.0,False,0.00218770509823223
2015-01-06,Quarter1,sweing,Tuesday,Team 10,0.75,28.08,1209.0,10530,45,0.0,0,0,58.5,0.750545455,2015,1,6,-0.000545455000000028,1.0007272733333334,180.0,0.7692307692307693,0.0,0.0,0.0,False,0.00045690302128229487
2015-01-06,Quarter1,sweing,Tuesday,Team 11,0.75,19.31,590.0,9900,45,0.0,0,0,55.0,0.750057851,2015,1,6,-5.7850999999997654e-05,1.0000771346666666,180.0,0.8181818181818182,0.0,0.0,0.0,False,0.0007062359126218164
2015-01-06,Quarter1,finishing,Tuesday,Team 8,0.8,2.9,984.375,1440,0,0.0,0,0,8.0,0.681060606,2015,1,6,0.11893939400000009,0.8513257575,180.0,0.0,0.0,0.0,0.0,False,0.029356060603448274
2015-01-06,Quarter1,sweing,Tuesday,Team 5,0.65,21.98,808.0,10440,35,0.0,0,0,58.0,0.649983281,2015,1,6,1.6718999999998374e-05,0.9999742784615384,180.0,0.603448275862069,0.0,0.0,0.0,False,0.0005098547904050705
2015-01-06,Quarter1,finishing,Tuesday,Team 7,0.8,2.9,999.5090909090909,1440,0,0.0,0,0,8.0,0.61625,2015,1,6,0.18375000000000008,0.7703125,180.0,0.0,0.0,0.0,0.0,False,0.0265625
2015-01-07,Quarter1,finishing,Wednesday,Team 1,0.8,3.94,1609.1964285714287,1440,0,0.0,0,0,8.0,0.951420455,2015,1,7,-0.151420455,1.18927556875,180.0,0.0,0.0,0.0,0.0,False,0.030184659105329952
2015-01-07,Quarter1,finishing,Wednesday,Team 9,0.8,3.94,1283.7241379310344,1440,0,0.0,0,0,8.0,0.880530303,2015,1,7,-0.08053030299999997,1.10066287875,180.0,0.0,0.0,0.0,0.0,False,0.02793560605964467
2015-01-07,Quarter1,sweing,Wednesday,Team 1,0.8,26.16,1179.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,7,-0.05050231099999991,1.06312788875,180.0,1.271186440677966,0.0,0.0,0.0,False,0.0005510433259472347
2015-01-07,Quarter1,sweing,Wednesday,Team 9,0.8,26.16,1324.0,10620,75,0.0,0,0,59.0,0.850502311,2015,1,7,-0.05050231099999991,1.06312788875,180.0,1.271186440677966,0.0,0.0,0.0,False,0.0005510433259472347
2015-01-07,Quarter1,sweing,Wednesday,Team 8,0.8,25.9,1135.0,10170,60,0.0,0,0,56.5,0.850136766,2015,1,7,-0.050136765999999944,1.0626709575,180.0,1.0619469026548674,0.0,0.0,0.0,False,0.0005809524488331569
2015-01-07,Quarter1,finishing,Wednesday,Team 3,0.75,4.15,1409.2931034482758,2700,0,0.0,0,0,15.0,0.83,2015,1,7,-0.07999999999999996,1.1066666666666667,180.0,0.0,0.0,0.0,0.0,False,0.01333333333333333
2015-01-07,Quarter1,finishing,Wednesday,Team 4,0.8,3.94,1218.677966101695,4440,0,0.0,0,0,18.0,0.827186544,2015,1,7,-0.02718654399999998,1.03398318,246.66666666666666,0.0,0.0,0.0,0.0,False,0.011663656852791878
